sale_id,sale_date,channel,store_code,sku,product_line,garment,gender,quantity,unit_price,discount_pct,revenue
SL-000080,2025-08-25,online,,ZCEPM-AP-S-CS,ZavaCore Field Elite,Pants,Mens,3,102.07,0.2,244.97
SL-000081,2025-08-26,store,ST-AUS,ZCPPW-AP-M-CS,ZavaCore Field Premium,Pants,Womens,2,77.04,0.2,123.26
SL-000082,2025-08-26,online,,ZCEPW-AP-S-T0,ZavaCore Field Elite,Pants,Womens,1,99.98,0,99.98
SL-000083,2025-08-26,store,ST-MIA,ZCCSW-AS-XL-RR,ZavaCore Field Core,Shorts,Womens,1,30.53,0.2,24.42
SL-000084,2025-08-26,online,,ZCESY-AS-S-T0,ZavaCore Field Elite,Shorts,Youth,2,58.18,0.1,104.72
SL-000085,2025-08-26,store,ST-AUS,ZCETM-LS-M-T0,ZavaCore Field Elite,Top,Mens,5,76.02,0.1,342.09
SL-000086,2025-08-26,store,ST-AUS,ZCPSW-AS-L-B0,ZavaCore Field Premium,Shorts,Womens,4,53.35,0.1,192.06
SL-000087,2025-08-26,online,,ZCETY-SS-S-CS,ZavaCore Field Elite,Top,Youth,4,70.39,0.1,253.4
SL-000088,2025-08-26,online,,ZCESM-AS-L-CS,ZavaCore Field Elite,Shorts,Mens,2,66.51,0.1,119.72
SL-000089,2025-08-27,online,,ZCRTY-LS-XL-T0,ZavaCore Field Pro,Top,Youth,3,39.9,0,119.7
SL-000090,2025-08-27,online,,ZCESW-AS-XL-CS,ZavaCore Field Elite,Shorts,Womens,1,68.65,0,68.65
SL-000091,2025-08-27,online,,ZCETY-LS-XL-T0,ZavaCore Field Elite,Top,Youth,4,68.56,0.2,219.39
SL-000092,2025-08-27,store,ST-MIA,ZCETY-SS-L-CS,ZavaCore Field Elite,Top,Youth,5,67.96,0,339.8
SL-000093,2025-08-27,online,,ZCETM-SS-S-CS,ZavaCore Field Elite,Top,Mens,4,79.46,0,317.84
SL-000094,2025-08-27,online,,ZCRPM-AP-S-T0,ZavaCore Field Pro,Pants,Mens,1,57.25,0.2,45.8
SL-000095,2025-08-27,online,,ZCCPM-AP-L-CS,ZavaCore Field Core,Pants,Mens,3,44.76,0,134.28
SL-000096,2025-08-27,online,,ZCESW-AS-M-RR,ZavaCore Field Elite,Shorts,Womens,4,64.63,0,258.52
SL-000097,2025-08-27,online,,ZCRPW-AP-L-B0,ZavaCore Field Pro,Pants,Womens,1,56.03,0,56.03
SL-000098,2025-08-27,online,,ZCRTW-LS-S-T0,ZavaCore Field Pro,Top,Womens,4,43.97,0,175.88
SL-000099,2025-08-27,store,ST-AUS,ZCCTW-LS-M-T0,ZavaCore Field Core,Top,Womens,2,35.19,0,70.38
SL-000100,2025-08-28,online,,ZCEPM-AP-S-RR,ZavaCore Field Elite,Pants,Mens,5,105.04,0.1,472.68
SL-000101,2025-08-28,store,ST-AUS,ZCESY-AS-XL-CS,ZavaCore Field Elite,Shorts,Youth,1,56.99,0.2,45.59
SL-000102,2025-08-28,store,ST-MIA,ZCEPY-AP-S-T0,ZavaCore Field Elite,Pants,Youth,5,88.12,0.2,352.48
SL-000103,2025-08-28,online,,ZCCTW-SS-XL-B0,ZavaCore Field Core,Top,Womens,2,35.58,0,71.16
SL-000104,2025-08-28,store,ST-CHI,ZCRSY-AS-S-CS,ZavaCore Field Pro,Shorts,Youth,5,34.12,0.2,136.48
SL-000105,2025-08-28,store,ST-CHI,ZCETW-LS-L-T0,ZavaCore Field Elite,Top,Womens,3,81.39,0,244.17
SL-000106,2025-08-29,online,,ZCCTW-SS-S-B0,ZavaCore Field Core,Top,Womens,2,33.66,0,67.32
SL-000107,2025-08-29,store,ST-AUS,ZCCTW-LS-M-T0,ZavaCore Field Core,Top,Womens,1,35.19,0.2,28.15
SL-000108,2025-08-29,store,ST-MIA,ZCRTW-LS-S-T0,ZavaCore Field Pro,Top,Womens,2,43.97,0.1,79.15
SL-000109,2025-08-29,store,ST-MIA,ZCCSM-AS-S-RR,ZavaCore Field Core,Shorts,Mens,1,31.09,0,31.09
SL-000110,2025-08-29,store,ST-MIA,ZCRPM-AP-M-B0,ZavaCore Field Pro,Pants,Mens,3,61.35,0,184.05
SL-000111,2025-08-29,online,,ZCRTM-LS-S-T0,ZavaCore Field Pro,Top,Mens,3,47.26,0.1,127.6
SL-000112,2025-08-29,online,,ZCETY-SS-S-CS,ZavaCore Field Elite,Top,Youth,4,70.39,0.2,225.25
SL-000113,2025-08-29,online,,ZCRSM-AS-M-B0,ZavaCore Field Pro,Shorts,Mens,3,38.57,0,115.71
SL-000114,2025-08-29,store,ST-AUS,ZCESW-AS-M-RR,ZavaCore Field Elite,Shorts,Womens,5,64.63,0,323.15
SL-000115,2025-08-29,online,,ZCPSW-AS-S-RR,ZavaCore Field Premium,Shorts,Womens,4,53.23,0,212.92
SL-000116,2025-08-29,online,,ZCCSY-AS-XL-RR,ZavaCore Field Core,Shorts,Youth,5,24.37,0,121.85
SL-000117,2025-08-29,online,,ZCCSY-AS-M-RR,ZavaCore Field Core,Shorts,Youth,1,25.87,0,25.87
SL-000118,2025-08-29,store,ST-AUS,ZCEPW-AP-M-RR,ZavaCore Field Elite,Pants,Womens,3,105.3,0.2,252.72
SL-000119,2025-08-29,online,,ZCESY-AS-M-B0,ZavaCore Field Elite,Shorts,Youth,3,56.54,0,169.62
SL-000120,2025-08-29,store,ST-CHI,ZCRTY-SS-L-CS,ZavaCore Field Pro,Top,Youth,3,39.56,0,118.68
SL-000121,2025-08-29,online,,ZCEPW-AP-XL-B0,ZavaCore Field Elite,Pants,Womens,1,105.87,0.2,84.7
SL-000122,2025-08-30,store,ST-AUS,ZCPPY-AP-L-CS,ZavaCore Field Premium,Pants,Youth,3,66.21,0,198.63
SL-000123,2025-08-30,store,ST-CHI,ZCPSW-AS-L-CS,ZavaCore Field Premium,Shorts,Womens,1,53.46,0,53.46
SL-000124,2025-08-30,online,,ZCESW-AS-M-RR,ZavaCore Field Elite,Shorts,Womens,1,64.63,0.2,51.7
SL-000125,2025-08-30,store,ST-MIA,ZCEPY-AP-S-CS,ZavaCore Field Elite,Pants,Youth,5,84.78,0,423.9
SL-000126,2025-08-30,online,,ZCCPW-AP-M-CS,ZavaCore Field Core,Pants,Womens,4,46.04,0,184.16
SL-000127,2025-08-30,store,ST-AUS,ZCCTM-SS-S-CS,ZavaCore Field Core,Top,Mens,3,37.58,0.2,90.19
SL-000128,2025-08-30,online,,ZCESM-AS-L-T0,ZavaCore Field Elite,Shorts,Mens,5,66.51,0,332.55
SL-000129,2025-08-30,online,,ZCRPM-AP-S-B0,ZavaCore Field Pro,Pants,Mens,2,58.03,0,116.06
SL-000130,2025-08-30,online,,ZCEPY-AP-M-RR,ZavaCore Field Elite,Pants,Youth,5,87.74,0,438.7
SL-000131,2025-08-30,store,ST-MIA,ZCPTW-SS-XL-CS,ZavaCore Field Premium,Top,Womens,4,59.84,0.1,215.42
SL-000132,2025-08-30,online,,ZCCTY-SS-L-B0,ZavaCore Field Core,Top,Youth,1,30.96,0,30.96
SL-000133,2025-08-30,online,,ZCEPW-AP-S-B0,ZavaCore Field Elite,Pants,Womens,1,98.05,0.1,88.25
SL-000134,2025-08-30,online,,ZCRTY-SS-S-CS,ZavaCore Field Pro,Top,Youth,2,39.92,0,79.84
SL-000135,2025-08-30,online,,ZCETW-SS-L-CS,ZavaCore Field Elite,Top,Womens,1,82.97,0,82.97
SL-000136,2025-08-30,online,,ZCETW-SS-M-B0,ZavaCore Field Elite,Top,Womens,4,78.75,0,315.0
SL-000137,2025-08-30,online,,ZCRSY-AS-S-T0,ZavaCore Field Pro,Shorts,Youth,3,33.58,0,100.74
SL-000138,2025-08-30,store,ST-MIA,ZCPSY-AS-XL-CS,ZavaCore Field Premium,Shorts,Youth,2,44.26,0,88.52
SL-000139,2025-08-30,online,,ZCRTM-SS-S-CS,ZavaCore Field Pro,Top,Mens,5,49.02,0,245.1
SL-000140,2025-08-31,online,,ZCRPY-AP-M-RR,ZavaCore Field Pro,Pants,Youth,2,50.72,0,101.44
SL-000141,2025-08-31,online,,ZCPPM-AP-S-B0,ZavaCore Field Premium,Pants,Mens,4,73.05,0.2,233.76
SL-000142,2025-08-31,online,,ZCEPY-AP-L-RR,ZavaCore Field Elite,Pants,Youth,2,86.53,0,173.06
SL-000143,2025-08-31,online,,ZCPPM-AP-XL-B0,ZavaCore Field Premium,Pants,Mens,2,80.16,0,160.32
SL-000144,2025-08-31,store,ST-CHI,ZCCTW-LS-M-RR,ZavaCore Field Core,Top,Womens,3,35.77,0.2,85.85
SL-000145,2025-08-31,store,ST-AUS,ZCPSW-AS-S-CS,ZavaCore Field Premium,Shorts,Womens,5,52.0,0,260.0
SL-000146,2025-08-31,store,ST-AUS,ZCPSW-AS-L-RR,ZavaCore Field Premium,Shorts,Womens,2,53.19,0,106.38
SL-000147,2025-08-31,online,,ZCEPY-AP-S-B0,ZavaCore Field Elite,Pants,Youth,3,84.57,0,253.71
SL-000148,2025-08-31,online,,ZCETM-SS-S-B0,ZavaCore Field Elite,Top,Mens,3,81.57,0.2,195.77
SL-000149,2025-08-31,online,,ZCRTM-LS-M-T0,ZavaCore Field Pro,Top,Mens,5,47.34,0.1,213.03
SL-000150,2025-08-31,online,,ZCEPM-AP-M-RR,ZavaCore Field Elite,Pants,Mens,4,96.3,0,385.2
SL-000151,2025-08-31,online,,ZCPPW-AP-L-T0,ZavaCore Field Premium,Pants,Womens,1,75.61,0.1,68.05
SL-000152,2025-08-31,online,,ZCRTW-LS-S-T0,ZavaCore Field Pro,Top,Womens,5,43.97,0.1,197.87
SL-000153,2025-08-31,store,ST-CHI,ZCCSW-AS-M-B0,ZavaCore Field Core,Shorts,Womens,4,31.5,0.2,100.8
SL-000154,2025-08-31,online,,ZCRPY-AP-M-T0,ZavaCore Field Pro,Pants,Youth,2,53.59,0,107.18
SL-000155,2025-08-31,online,,ZCEPW-AP-XL-RR,ZavaCore Field Elite,Pants,Womens,4,103.75,0,415.0
SL-000156,2025-08-31,store,ST-CHI,ZCPPW-AP-S-RR,ZavaCore Field Premium,Pants,Womens,4,75.05,0.1,270.18
SL-000157,2025-08-31,store,ST-CHI,ZCCSM-AS-M-B0,ZavaCore Field Core,Shorts,Mens,2,30.28,0.2,48.45
SL-000158,2025-08-31,store,ST-AUS,ZCRPY-AP-S-T0,ZavaCore Field Pro,Pants,Youth,5,52.35,0,261.75
SL-000159,2025-08-31,online,,ZCESM-AS-M-B0,ZavaCore Field Elite,Shorts,Mens,1,65.37,0,65.37
SL-000160,2025-08-31,online,,ZCCTW-LS-M-RR,ZavaCore Field Core,Top,Womens,4,35.77,0.1,128.77
SL-000161,2025-09-01,store,ST-AUS,ZCRSY-AS-M-B0,ZavaCore Field Pro,Shorts,Youth,4,33.14,0.2,106.05
SL-000162,2025-09-01,online,,ZCETM-SS-S-CS,ZavaCore Field Elite,Top,Mens,3,79.46,0,238.38
SL-000163,2025-09-01,online,,ZCCSY-AS-XL-T0,ZavaCore Field Core,Shorts,Youth,4,27.31,0,109.24
SL-000164,2025-09-01,store,ST-AUS,ZCRPY-AP-L-RR,ZavaCore Field Pro,Pants,Youth,5,51.16,0.2,204.64
SL-000165,2025-09-01,online,,ZCRSY-AS-L-RR,ZavaCore Field Pro,Shorts,Youth,3,35.45,0,106.35
SL-000166,2025-09-01,store,ST-MIA,ZCPSY-AS-S-CS,ZavaCore Field Premium,Shorts,Youth,5,43.43,0,217.15
SL-000167,2025-09-01,store,ST-MIA,ZCCTY-SS-S-CS,ZavaCore Field Core,Top,Youth,1,30.08,0.1,27.07
SL-000168,2025-09-01,online,,ZCETM-SS-M-B0,ZavaCore Field Elite,Top,Mens,5,73.62,0,368.1
SL-000169,2025-09-01,store,ST-AUS,ZCCSM-AS-S-T0,ZavaCore Field Core,Shorts,Mens,4,31.74,0,126.96
SL-000170,2025-09-01,online,,ZCRTW-LS-M-RR,ZavaCore Field Pro,Top,Womens,5,47.81,0,239.05
SL-000171,2025-09-01,store,ST-CHI,ZCCPW-AP-L-CS,ZavaCore Field Core,Pants,Womens,1,47.03,0.1,42.33
SL-000172,2025-09-01,online,,ZCCSW-AS-M-T0,ZavaCore Field Core,Shorts,Womens,1,30.79,0,30.79
SL-000173,2025-09-01,store,ST-MIA,ZCCSM-AS-L-CS,ZavaCore Field Core,Shorts,Mens,4,32.02,0.2,102.46
SL-000174,2025-09-01,online,,ZCRPY-AP-S-B0,ZavaCore Field Pro,Pants,Youth,4,52.13,0,208.52
SL-000175,2025-09-02,online,,ZCPPY-AP-M-CS,ZavaCore Field Premium,Pants,Youth,3,68.58,0,205.74
SL-000176,2025-09-02,online,,ZCRPW-AP-M-RR,ZavaCore Field Pro,Pants,Womens,4,59.5,0,238.0
SL-000177,2025-09-02,store,ST-CHI,ZCRSM-AS-L-T0,ZavaCore Field Pro,Shorts,Mens,5,39.78,0.2,159.12
SL-000178,2025-09-02,store,ST-CHI,ZCEPW-AP-S-CS,ZavaCore Field Elite,Pants,Womens,4,95.29,0.1,343.04
SL-000179,2025-09-02,online,,ZCRTM-SS-XL-B0,ZavaCore Field Pro,Top,Mens,4,44.39,0.1,159.8
SL-000180,2025-09-02,online,,ZCPPM-AP-S-T0,ZavaCore Field Premium,Pants,Mens,4,73.76,0.2,236.03
SL-000181,2025-09-02,online,,ZCPTM-LS-M-RR,ZavaCore Field Premium,Top,Mens,5,60.3,0.2,241.2
SL-000182,2025-09-02,online,,ZCRSW-AS-S-T0,ZavaCore Field Pro,Shorts,Womens,1,38.55,0,38.55
SL-000183,2025-09-02,online,,ZCPTY-LS-S-T0,ZavaCore Field Premium,Top,Youth,5,51.55,0.2,206.2
SL-000184,2025-09-02,store,ST-MIA,ZCRTM-LS-XL-RR,ZavaCore Field Pro,Top,Mens,4,44.18,0.2,141.38
SL-000185,2025-09-02,online,,ZCCPW-AP-M-B0,ZavaCore Field Core,Pants,Womens,1,47.7,0.2,38.16
SL-000186,2025-09-02,online,,ZCEPY-AP-M-RR,ZavaCore Field Elite,Pants,Youth,3,87.74,0,263.22
SL-000187,2025-09-02,online,,ZCPTY-LS-S-RR,ZavaCore Field Premium,Top,Youth,1,50.44,0,50.44
SL-000188,2025-09-02,online,,ZCETM-SS-M-B0,ZavaCore Field Elite,Top,Mens,2,73.62,0,147.24
SL-000189,2025-09-03,online,,ZCPPM-AP-S-RR,ZavaCore Field Premium,Pants,Mens,2,81.85,0.2,130.96
SL-000190,2025-09-03,online,,ZCCSM-AS-L-T0,ZavaCore Field Core,Shorts,Mens,5,29.07,0,145.35
SL-000191,2025-09-03,online,,ZCESW-AS-S-RR,ZavaCore Field Elite,Shorts,Womens,4,63.57,0,254.28
SL-000192,2025-09-03,online,,ZCETM-LS-XL-T0,ZavaCore Field Elite,Top,Mens,3,74.03,0,222.09
SL-000193,2025-09-03,online,,ZCESY-AS-S-CS,ZavaCore Field Elite,Shorts,Youth,1,59.31,0,59.31
SL-000194,2025-09-03,online,,ZCPPM-AP-S-T0,ZavaCore Field Premium,Pants,Mens,2,73.76,0,147.52
SL-000195,2025-09-03,online,,ZCEPM-AP-XL-T0,ZavaCore Field Elite,Pants,Mens,3,99.41,0,298.23
SL-000196,2025-09-03,online,,ZCRPM-AP-S-T0,ZavaCore Field Pro,Pants,Mens,3,57.25,0,171.75
SL-000197,2025-09-03,online,,ZCESY-AS-XL-T0,ZavaCore Field Elite,Shorts,Youth,1,54.9,0.1,49.41
SL-000198,2025-09-03,online,,ZCRSM-AS-XL-CS,ZavaCore Field Pro,Shorts,Mens,4,41.94,0.1,150.98
SL-000199,2025-09-03,store,ST-CHI,ZCPTW-SS-XL-B0,ZavaCore Field Premium,Top,Womens,3,60.11,0,180.33
SL-000200,2025-09-03,online,,ZCEPY-AP-XL-B0,ZavaCore Field Elite,Pants,Youth,4,88.54,0,354.16
SL-000201,2025-09-03,online,,ZCEPY-AP-M-CS,ZavaCore Field Elite,Pants,Youth,5,86.95,0,434.75
SL-000202,2025-09-03,online,,ZCETW-LS-L-T0,ZavaCore Field Elite,Top,Womens,5,81.39,0,406.95
SL-000203,2025-09-03,online,,ZCRPM-AP-L-T0,ZavaCore Field Pro,Pants,Mens,4,57.6,0,230.4
SL-000204,2025-09-03,store,ST-CHI,ZCCTW-SS-S-B0,ZavaCore Field Core,Top,Womens,2,33.66,0,67.32
SL-000205,2025-09-04,online,,ZCCPW-AP-XL-RR,ZavaCore Field Core,Pants,Womens,5,43.75,0,218.75
SL-000206,2025-09-04,online,,ZCPSM-AS-L-RR,ZavaCore Field Premium,Shorts,Mens,4,50.63,0,202.52
SL-000207,2025-09-04,online,,ZCCPW-AP-S-T0,ZavaCore Field Core,Pants,Womens,2,48.37,0,96.74
SL-000208,2025-09-04,online,,ZCPSM-AS-M-RR,ZavaCore Field Premium,Shorts,Mens,5,49.42,0,247.1
SL-000209,2025-09-04,online,,ZCPSY-AS-L-RR,ZavaCore Field Premium,Shorts,Youth,5,43.02,0.1,193.59
SL-000210,2025-09-04,online,,ZCESY-AS-S-B0,ZavaCore Field Elite,Shorts,Youth,2,55.5,0.1,99.9
SL-000211,2025-09-05,store,ST-AUS,ZCESM-AS-M-T0,ZavaCore Field Elite,Shorts,Mens,5,70.84,0,354.2
SL-000212,2025-09-05,online,,ZCESW-AS-L-RR,ZavaCore Field Elite,Shorts,Womens,3,66.09,0,198.27
